"","Date","Site","Sample.Depth.category","Dissolved.Organic.Carbon.mg.L","Urea.b5g.N.L","Nitrate..Nitrite.mg.N.L","Ammonia.b5g.N.L","Soluble.Reactive.Phosphorus.b5g.P.L","Total.Dissolved.Phosphorus.b5g.P.L","Total.Phosphorus.b5g.P.L","Extracted.Chlorophyll.a.b5g.L","Extracted.Phycocyanin.b5g.L","Dissolved.Microcystin.b5g.L","CTD.Dissolved.Oxygen.mg.L","Photo.active.radiation","Sample.Temperature.b0C","CTD.Temperature.b0C"
"1",2012-05-15,"WE2","Surface",2.88,NA,0.459,10.22,3.23,NA,16.21,3.67,0.28,NA,NA,NA,17.9,NA
"2",2012-05-15,"WE4","Surface",1.8,NA,0.325,28.79,2.02,4.61,8.25,3.05,0.17,NA,NA,NA,16.3,NA
"3",2012-05-15,"WE6","Surface",4.35,NA,0.515,35.7,2.97,9.66,22.52,2.24,0.45,NA,NA,NA,19.3,NA
"4",2012-05-15,"WE8","Surface",2.53,NA,0.513,11.28,3.02,6.01,23.16,5.73,0.52,NA,NA,NA,19,NA
"5",2012-05-31,"WE2","Surface",2.8,NA,0.466,14.68,5.15,12.29,42.01,6.07,0.61,NA,NA,NA,20.7,NA
"6",2012-05-31,"WE4","Surface",1.94,NA,0.323,15.38,0.37,2.53,12.81,4.86,0.31,NA,NA,NA,21.4,NA
"7",2012-05-31,"WE6","Surface",5.83,NA,1.852,19.82,7.03,21.04,77.08,11.81,0.8,NA,NA,NA,22.1,NA
"8",2012-05-31,"WE8","Surface",3.1,NA,0.594,52.14,10.79,18.68,42.54,3.61,0.31,NA,NA,NA,22.5,NA
"9",2012-06-11,"WE2","Surface",3.1,NA,0.451,13.9,0.76,7.86,31.57,23.59,3.87,NA,NA,NA,21.7,NA
"10",2012-06-11,"WE4","Surface",1.93,NA,0.268,1.91,NA,3.38,9.35,5.3,0.31,NA,NA,NA,20.1,NA
"11",2012-06-22,"WE2","Surface",2.48,NA,0.337,23.44,2.62,8.02,23.11,5.02,0.29,NA,NA,NA,23.6,NA
"12",2012-06-22,"WE4","Surface",1.98,NA,0.19,2.28,0.31,3.91,15.5,17.57,0.65,NA,NA,NA,24.2,NA
"13",2012-06-22,"WE6","Surface",4.07,NA,0.192,2.61,0.36,5.53,15.19,2.43,0.37,NA,NA,NA,25.6,NA
"14",2012-06-22,"WE8","Surface",2.92,NA,0.447,43.12,9.55,17.85,26.61,2.21,0.16,NA,NA,NA,24.4,NA
"15",2012-07-12,"WE2","Surface",3.62,NA,0.157,10.01,1.09,9.07,56.62,25.41,3.23,NA,NA,NA,26.6,NA
"16",2012-07-12,"WE4","Surface",2.47,NA,0.153,4.77,0.62,5.31,15.5,4.2,0.95,NA,NA,NA,26.2,NA
"17",2012-07-12,"WE6","Surface",3.22,NA,NA,1.16,0.27,5.88,44.86,29.05,2.57,NA,NA,NA,26,NA
"18",2012-07-12,"WE8","Surface",2.86,NA,0.065,4.85,0.35,7.69,29.41,14.95,2.06,NA,NA,NA,26.7,NA
"19",2012-07-23,"WE2","Surface",3.29,NA,0.01,12.82,15.56,25.05,60.98,16.52,2.81,NA,NA,NA,26.2,NA
"20",2012-07-23,"WE4","Surface",NA,NA,0.031,7.31,2.34,10.13,39,18.75,4.68,NA,NA,NA,26.6,NA
"21",2012-07-23,"WE6","Surface",4.03,NA,0.046,4.54,23.09,35.36,95.28,36.38,9.44,NA,NA,NA,26.2,NA
"22",2012-07-23,"WE8","Surface",NA,NA,0.019,17.67,10.41,19.68,41.92,12.65,4.53,NA,NA,NA,26.3,NA
"23",2012-07-27,"WE4","Surface",NA,NA,0.062,16.61,0.28,NA,NA,13.89,14.31,NA,NA,NA,NA,NA
"24",2012-07-31,"WE2","Surface",3.21,NA,0.413,0.45,10.35,16.55,42.03,7.38,1.44,NA,NA,NA,26.6,NA
"25",2012-07-31,"WE4","Surface",3.42,NA,0.446,NA,NA,3.81,22.82,16.41,4.51,NA,NA,NA,27.1,NA
"26",2012-07-31,"WE6","Surface",3.97,NA,0.424,NA,0.68,9.92,NA,35.58,36.57,NA,NA,NA,26.8,NA
"27",2012-07-31,"WE8","Surface",3.42,NA,0.401,NA,0.71,9.91,51.06,30.17,24.55,NA,NA,NA,28.3,NA
"28",2012-07-31,"WE 2012.1","Surface",NA,NA,0.389,NA,NA,4.36,20.94,6.72,1.94,NA,NA,NA,27.1,NA
"29",2012-07-31,"WE 2012.2","Surface",NA,NA,0.405,NA,3.22,10.61,30.41,8.38,1.04,NA,NA,NA,27.6,NA
"30",2012-07-31,"WE 2012.3","Surface",NA,NA,0.405,NA,0.25,4.25,NA,15.62,5.15,NA,NA,NA,27,NA
"31",2012-08-06,"WE2","Surface",2.72,NA,0.394,NA,5.17,10.64,28.2,6.9,1.03,NA,NA,NA,24.2,NA
"32",2012-08-06,"WE4","Surface",2.74,NA,0.475,6.44,0.35,4.42,26.4,16.38,9.76,NA,NA,NA,24.2,NA
"33",2012-08-06,"WE6","Surface",4.41,NA,0.413,0.31,0.43,8.1,57.67,78.82,75.94,NA,NA,NA,25.2,NA
"34",2012-08-06,"WE8","Surface",3.95,NA,0.441,0.68,0.33,7.84,56.77,59.75,72,NA,NA,NA,23.3,NA
"35",2012-08-06,"WE 2012.4","Surface",NA,NA,0.434,0.23,0.44,7.52,60.64,69.8,76.26,NA,NA,NA,23.3,NA
"36",2012-08-13,"WE2","Surface",2.72,NA,NA,1.5,6.66,13.66,34.58,10.54,3.09,NA,NA,NA,24.1,NA
"37",2012-08-13,"WE4","Surface",1.94,NA,0.21,9.62,NA,4.15,12.44,7.82,0.68,NA,NA,NA,24.2,NA
"38",2012-08-13,"WE6","Surface",4.54,NA,0.002,1.95,0.7,9.7,152.08,290.52,638.25,NA,NA,NA,24.3,NA
"39",2012-08-13,"WE8","Surface",3.87,NA,NA,1.15,0.44,7.86,94.16,228.19,677.65,NA,NA,NA,23.7,NA
"40",2012-08-20,"WE2","Surface",2.97,NA,NA,1.31,0.53,7.2,27.51,22.02,55.78,NA,NA,NA,NA,NA
"41",2012-08-20,"WE4","Surface",2.01,NA,0.202,9.28,0.43,3.58,13.67,11.9,2.53,NA,NA,NA,NA,NA
"42",2012-08-20,"WE6","Surface",5.14,NA,0.168,2.94,1.33,13.98,79.74,84.78,469.47,NA,NA,NA,NA,NA
"43",2012-08-20,"WE8","Surface",3.56,NA,NA,1.29,0.57,9.24,48.66,54.36,301.18,NA,NA,NA,NA,NA
"44",2012-08-20,"WE 2012.5","Surface",NA,NA,0.123,3.47,0.92,14.6,84.18,95.98,592.55,NA,NA,NA,NA,NA
"45",2012-08-29,"WE2","Surface",3.62,NA,NA,1.05,0.59,10.27,57.68,92.1,692.8,NA,NA,NA,23.7,NA
"46",2012-08-29,"WE4","Surface",1.99,NA,0.228,37.21,4.72,8.78,23.9,4.88,1.49,NA,NA,NA,23.1,NA
"47",2012-08-29,"WE6","Surface",5,NA,NA,1.71,0.72,11.79,78.27,112.16,400.79,NA,NA,NA,23.9,NA
"48",2012-08-29,"WE8","Surface",3.95,NA,0.057,67.27,1.76,10,42.31,19.56,60.41,NA,NA,NA,24.7,NA
"49",2012-09-05,"WE2","Surface",NA,NA,0.081,40.15,5.6,17.13,103.5,84.11,118.8,NA,NA,NA,25.5,NA
"50",2012-09-05,"WE4","Surface",2.19,NA,0.125,3,0.41,4.22,21.75,15.97,5.53,NA,NA,NA,25.2,NA
"51",2012-09-05,"WE6","Surface",3.47,NA,NA,0.99,0.48,6.45,44.45,29.48,12.53,NA,NA,NA,25.4,NA
"52",2012-09-05,"WE8","Surface",4.19,NA,0.089,135.8,8.93,21.99,75.2,49.08,64.5,NA,NA,NA,25.3,NA
"53",2012-09-05,"WE 2012.6","Surface",NA,NA,NA,0.82,16.58,25.54,99.69,65.84,32.87,NA,NA,NA,25.2,NA
"54",2012-09-05,"WE 2012.7","Surface",NA,NA,0.005,6.66,7.69,13.04,23.41,5.21,2.61,NA,NA,NA,25.2,NA
"55",2012-09-12,"WE2","Surface",NA,NA,0.426,0.76,3.92,13.58,38.35,18.93,6.49,NA,NA,NA,21.4,NA
"56",2012-09-12,"WE4","Surface",2.07,NA,0.482,1.41,NA,2.07,12.86,5.29,1.21,NA,NA,NA,21.7,NA
"57",2012-09-12,"WE6","Surface",4.73,NA,0.408,0.68,9.34,20.13,85.27,37.58,19.04,NA,NA,NA,24.2,NA
"58",2012-09-12,"WE8","Surface",4.06,NA,0.397,0.43,5.62,15.17,91.01,48.62,26.57,NA,NA,NA,20.7,NA
"59",2012-09-17,"WE2","Surface",3.47,NA,NA,0.86,8.27,17.22,39.98,10.78,3.11,NA,NA,NA,20.7,NA
"60",2012-09-17,"WE4","Surface",2.11,NA,0.101,2.35,0.28,16.54,16.42,11.87,11.29,NA,NA,NA,21.1,NA
"61",2012-09-17,"WE6","Surface",4.87,NA,0.012,1.34,6.28,2.9,68.27,29.61,14.49,NA,NA,NA,20.1,NA
"62",2012-09-17,"WE8","Surface",4.05,NA,NA,2.21,8.91,15.4,60.99,13.63,4.83,NA,NA,NA,20.4,NA
"63",2013-05-29,"WE2","Surface",NA,NA,0.919,23.32,5.84,11.82,45.93,4.96,0.31,NA,7.7,389.91,NA,18.3
"64",2013-05-29,"WE4","Surface",NA,NA,0.902,13.07,0.96,4.7,15.58,4.34,0.19,NA,7.6,1227.84,NA,19.8
"65",2013-05-29,"WE6","Surface",NA,NA,2.417,62.95,19.76,33.01,48.51,2.15,0.39,NA,7.6,338.23,NA,18.5
"66",2013-05-29,"WE8","Surface",NA,NA,2.109,40.25,10.33,18.68,37.85,3.65,0.32,NA,7.6,222.12,NA,20.3
"67",2013-06-10,"WE2","Surface",5.86,NA,4.524,122.02,31.28,46.1,109.72,11.81,2.67,NA,7.6,35.47,NA,19.1
"68",2013-06-10,"WE4","Surface",2.7,NA,0.65,17.55,2.07,16.75,26.36,9.83,0.56,NA,7.5,141.53,NA,21.8
"69",2013-06-10,"WE6","Surface",4.26,NA,1.341,7.34,1.02,8.66,58.18,23.39,3.45,NA,7.6,50.75,NA,20.7
"70",2013-06-10,"WE8","Surface",3.12,NA,1.058,23.02,8.31,15.9,48.33,5.3,0.36,NA,7.5,39.28,NA,23.5
"71",2013-06-17,"WE2","Surface",2.71,NA,0.582,3.55,NA,4.15,17.47,17.66,0.96,NA,7.3,166.73,NA,23.2
"72",2013-06-17,"WE4","Surface",2.21,NA,0.483,2.63,NA,3.11,8.72,4.18,0.37,NA,7.9,318.82,NA,23.6
"73",2013-06-17,"WE6","Surface",5.88,NA,6.215,4.13,0.59,11.82,51.57,47.69,8.45,NA,8.1,1077.24,NA,23.1
"74",2013-06-17,"WE8","Surface",3.28,NA,0.894,32.27,0.91,5.92,15.38,3.42,1.8,NA,7.8,299.71,NA,25.6
"75",2013-06-24,"WE2","Surface",3.66,NA,1.55,41.98,4.35,13.21,22.86,4,0.3,NA,7,391.61,NA,24.2
"76",2013-06-24,"WE4","Surface",2.48,NA,0.54,4.54,0.39,4.43,14.52,10.76,0.61,NA,8,1180.52,NA,22.1
"77",2013-06-24,"WE6","Surface",5.95,NA,6.231,104.56,17.6,31.28,44.87,3.27,0.41,NA,6.3,370.97,NA,21.7
"78",2013-06-24,"WE8","Surface",3.87,NA,1.974,56.67,7.04,15.45,25.17,1.64,0.22,NA,8,896.19,NA,21.8
"79",2013-07-03,"WE2","Surface",3.02,NA,1.229,51.32,17.94,26.31,82.77,6.08,0.76,NA,6.3,484.56,NA,21.8
"80",2013-07-03,"WE4","Surface",2.42,NA,0.596,52.1,9.12,15.6,32.09,3.3,0.19,NA,7.7,638.19,NA,23.3
"81",2013-07-03,"WE6","Surface",5.26,NA,6.254,150.31,57.87,74.3,120.36,5.67,0.73,NA,7,413.78,NA,23
"82",2013-07-03,"WE8","Surface",3.56,NA,2.398,71.04,24.32,33.35,47.14,2.77,0.29,NA,6.7,530.39,NA,24.2
"83",2013-07-08,"WE2","Surface",3.1,NA,0.948,6,9.59,17.04,32.83,9.58,0.62,NA,7.8,345.88,NA,24
"84",2013-07-08,"WE4","Surface",2.59,NA,0.502,18.85,0.45,4.53,18.83,13.45,1.53,NA,7.1,295.95,NA,27.5
"85",2013-07-08,"WE6","Surface",5.81,NA,6.273,142.33,61.68,80.82,83.22,0.71,0.21,NA,7.9,274.98,NA,26.4
"86",2013-07-08,"WE8","Surface",4.9,NA,3.55,38.21,24.52,38.41,48.14,6.19,1.05,NA,7.4,206.1,NA,27.5
"87",2013-07-15,"WE2","Surface",5.24,NA,6.171,3.57,18.3,31.08,64.22,45.92,2.88,NA,7.7,1039.09,NA,27.8
"88",2013-07-15,"WE4","Surface",3.83,NA,0.969,1.26,0.44,6.3,15.14,17.28,1.33,NA,7.8,392.66,NA,26.9
"89",2013-07-15,"WE6","Surface",4.81,NA,2.574,3.24,1.49,12.9,60.36,61.41,3.46,NA,8,176.82,NA,29.7
"90",2013-07-15,"WE8","Surface",4.52,NA,2.13,15.2,1.45,23.3,41.59,34.21,5.43,NA,8,160.64,NA,27
"91",2013-07-15,"WE 2013.1","Surface",4.28,NA,2.139,1.73,1.87,10.86,161.79,147.51,192.52,NA,7.9,1481.6,NA,28.3
"92",2013-07-17,"WE2","Surface",5.42,NA,NA,NA,NA,NA,NA,40.8,6,NA,6.8,169.44,NA,28
"93",2013-07-17,"WE4","Surface",5.39,NA,NA,NA,NA,NA,NA,9.54,1.68,NA,7.9,1387.41,NA,25.7
"94",2013-07-17,"WE8","Surface",5.27,NA,NA,NA,NA,NA,NA,38.68,11.19,NA,7.3,95.67,NA,25.7
"95",2013-07-17,"WE 2013.2","Surface",5.03,NA,NA,NA,NA,NA,NA,76.93,26.61,NA,7.8,90.21,NA,26.1
"96",2013-07-22,"WE2","Surface",4.9,NA,2.337,32.31,5.96,15.31,51.69,35.76,4.71,NA,6.5,1039.09,NA,26
"97",2013-07-22,"WE4","Surface",2.4,NA,0.313,27.59,0.65,3.33,10.74,2.54,2.44,NA,6.2,392.66,NA,21.4
"98",2013-07-22,"WE6","Surface",6.82,NA,6.314,10.06,10.77,23.81,95.7,117.66,7.67,NA,7.9,1355.21,NA,22.6
"99",2013-07-22,"WE8","Surface",6.19,NA,2.156,81.68,13.8,24.12,42.04,5.05,1.16,NA,5.6,160.64,NA,20.5
"100",2013-07-29,"WE2","Surface",4.97,NA,2.546,13.56,9.01,19.1,51.71,21.02,13.45,NA,7.2,117.49,NA,21.6
"101",2013-07-29,"WE4","Surface",2.26,NA,0.299,15.68,NA,2.59,10.71,4.4,0.29,NA,6.1,327.48,NA,23.3
"102",2013-07-29,"WE6","Surface",7.31,NA,6.049,18.73,30.07,48.51,73.57,15.15,21.43,NA,6.9,78.78,NA,22.3
"103",2013-07-29,"WE8","Surface",6.06,NA,2.818,18.39,26.17,38.88,61.77,18.52,9.58,NA,6.7,123.03,NA,22.5
"104",2013-07-30,"WE2","Surface",5.34,NA,NA,NA,NA,NA,NA,30.16,25.81,NA,7.1,1129.11,NA,22.1
"105",2013-07-30,"WE 2013.3","Surface",NA,NA,NA,NA,NA,NA,NA,167.9,474.59,NA,7.8,1069.8,NA,22.4
"106",2013-08-02,"WE 2013.4","Surface",4.66,NA,1.798,6.81,3.33,11.02,38.79,31.79,46.8,NA,6.9,196.9,NA,21.8
"107",2013-08-05,"WE2","Surface",3.66,NA,1.035,4.19,0.42,6.91,23.76,19.35,14.77,NA,6.5,263.85,NA,22.5
"108",2013-08-05,"WE4","Surface",3.24,NA,0.638,5.86,NA,3.87,19.63,26.8,11.14,NA,7.6,739.37,NA,22.4
"109",2013-08-05,"WE6","Surface",7.13,NA,2.388,3.39,6.84,18.94,169.33,181.35,95.22,NA,8,214.72,NA,22.6
"110",2013-08-05,"WE8","Surface",4.89,NA,1.569,3.1,0.93,9.52,55.17,52,146.26,NA,6.5,156.83,NA,22.3
"111",2013-08-05,"WE 2013.5","Surface",5.66,NA,2.089,3.13,1.08,10.29,61.5,75.4,105.42,NA,7.7,605.23,NA,21.9
"112",2013-08-05,"WE 2013.6","Surface",4.94,NA,1.594,4.69,1.56,8.44,42.14,35.87,30.42,NA,7.6,316.28,NA,22.4
"113",2013-08-05,"WE 2013.7","Surface",5.03,NA,1.582,2.03,0.38,7.99,105.77,179.82,199.32,NA,7.8,162.34,NA,22.6
"114",2013-08-12,"WE2","Surface",5.3,NA,1.31,1.97,0.93,8.03,48.39,84.51,99.97,NA,7.8,17.15,NA,22.9
"115",2013-08-12,"WE4","Surface",3.77,NA,1.333,5.38,0.88,5.52,27.11,34.02,28.36,NA,7.6,49.25,NA,22.7
"116",2013-08-12,"WE6","Surface",7.03,NA,1.288,4.74,0.83,69.32,78.18,104.76,183.16,NA,7.7,23.87,NA,23.4
"117",2013-08-12,"WE8","Surface",5.47,NA,1.327,4.88,0.79,7.19,162.49,156.17,483.07,NA,7.4,14.78,NA,23.1
"118",2013-08-19,"WE2","Surface",5.22,NA,1.058,2.41,0.79,6.67,47.15,89.08,24.82,NA,7.4,84.87,NA,25
"119",2013-08-19,"WE4","Surface",3.75,NA,0.662,1,0.64,4.14,33.2,62.18,30.82,NA,7.7,862.85,NA,23.5
"120",2013-08-19,"WE6","Surface",8.7,NA,0.568,3.16,3.68,14.4,1467.61,243.81,3315.11,NA,7.7,15.07,NA,23.5
"121",2013-08-19,"WE8","Surface",5.09,NA,0.95,1.63,0.79,7.24,65.44,114.53,45.56,NA,7.7,107.32,NA,24.3
"122",2013-08-19,"WE 2013.8","Surface",2.9,NA,0.218,0.35,0.61,2.39,38.43,57.27,29.9,NA,7.7,916.03,NA,23.7
"123",2013-08-26,"WE2","Surface",4.48,NA,0.463,1.36,0.42,5.81,51.25,98.54,21.05,NA,7.6,117.91,NA,24.5
"124",2013-08-26,"WE4","Surface",3.43,NA,0.368,3.11,0.63,4.35,23.69,17.85,38.72,NA,7.6,580.95,NA,23.9
"125",2013-08-26,"WE6","Surface",6.79,NA,0.293,2.8,0.74,8.79,90.07,118.17,104.03,NA,7.1,92.57,NA,24.4
"126",2013-08-26,"WE8","Surface",5.75,NA,0.721,2.29,0.92,6.37,65.89,71.18,31.8,NA,6.9,132.79,NA,23.5
"127",2013-08-26,"WE 2013.9","Surface",2.34,NA,0.226,1.06,0.76,4.51,13.9,7.86,2.74,NA,7.7,498.69,NA,23.6
"128",2013-08-26,"WE 2013.10","Surface",4.51,NA,0.74,1.4,0.71,5.79,56.78,54.34,42.01,NA,7.2,157.37,NA,22.4
"129",2013-09-03,"WE2","Surface",4.36,NA,0.283,1.94,0.93,4.63,48.8,78.46,22.98,NA,7.7,98.74,NA,24.2
"130",2013-09-03,"WE4","Surface",3.05,NA,0.246,1.82,0.73,2.18,34.33,42.75,21.45,NA,7.6,253.56,NA,23.1
"131",2013-09-03,"WE6","Surface",5.42,NA,0.012,1.75,0.26,8.24,156.82,223.36,64.16,NA,7.3,8.92,NA,23
"132",2013-09-03,"WE8","Surface",6.45,NA,0.449,0.59,NA,4.47,79.92,NA,46.34,NA,7.5,86.14,NA,22.2
"133",2013-09-03,"WE 2013.11","Surface",2.53,NA,0.262,33.84,0.35,1.21,12.58,4.04,0.09,NA,7.6,1597.72,NA,23.2
"134",2013-09-03,"WE 2013.12","Surface",2.8,NA,0.284,5.8,NA,0.92,17.1,4.06,0.91,NA,6.4,295.86,NA,22.9
"135",2013-09-10,"WE2","Surface",4.37,NA,0.012,NA,NA,4.51,81.79,114.5,59.56,NA,6.7,44.72,NA,23.3
"136",2013-09-10,"WE4","Surface",2.98,NA,0.122,NA,NA,2.15,35.1,65.33,19.67,NA,7.7,460.83,NA,22.6
"137",2013-09-10,"WE6","Surface",5.58,NA,0.011,0.14,NA,7.32,120.77,121.54,49.32,NA,7.1,125.05,NA,19
"138",2013-09-10,"WE8","Surface",5.46,NA,0.118,0.87,NA,5.66,119.8,203.01,227.95,NA,7.7,1.11,NA,19.4
"139",2013-09-10,"WE 2013.14","Surface",5.56,NA,0.011,1.09,NA,6.94,142.82,152.76,70.1,NA,5.3,62.38,NA,17.4
"140",2013-09-17,"WE2","Surface",2.32,NA,0.012,0.48,NA,3.63,68.75,88.21,22.71,NA,6.8,380.91,NA,18.4
"141",2013-09-17,"WE4","Surface",4.75,NA,0.207,0.97,NA,1.41,14.52,11.73,3.44,NA,7.3,1325.64,NA,18.8
"142",2013-09-17,"WE6","Surface",NA,NA,0.014,1.19,NA,7.14,160.37,101.44,11.55,NA,7.3,93.08,NA,17.1
"143",2013-09-17,"WE8","Surface",5.97,NA,0.011,1.22,NA,5.12,98.96,89.39,12.54,NA,6.9,61.62,NA,17.7
"144",2013-09-17,"WE 2013.15","Surface",5.62,NA,0.011,2,NA,5.26,116.74,79.25,16.07,NA,7.7,71.59,NA,17.2
"145",2013-09-23,"WE2","Surface",5.21,NA,0.012,0.27,NA,2.19,59.31,65.62,33.56,NA,7.5,56.36,NA,17.3
"146",2013-09-23,"WE4","Surface",3.83,NA,0.245,12.41,NA,0.16,10.08,3.8,0.32,NA,7.6,1620.45,NA,16.1
"147",2013-09-23,"WE6","Surface",2.17,NA,0.017,1.18,NA,6.43,165.92,105.95,25.82,NA,7.5,27.07,NA,17.1
"148",2013-09-23,"WE8","Surface",5.43,NA,0.016,1.57,NA,2.67,80.55,74.1,23.63,NA,7.5,59.32,NA,15.4
"149",2013-10-15,"WE2","Surface",3.98,NA,0.01,NA,1.6,9.95,93.72,42.44,2.28,NA,7.5,100.28,NA,17.6
"150",2013-10-15,"WE4","Surface",NA,NA,0.111,NA,0.83,3.22,33.74,39.44,10.98,NA,7.5,314.27,NA,16
"151",2013-10-15,"WE6","Surface",NA,NA,0.009,NA,0.76,9.5,132.67,60.36,1.64,NA,7.8,33.84,NA,15.1
"152",2013-10-15,"WE8","Surface",NA,NA,0.009,NA,1.07,8.48,105.38,52.17,3.81,NA,7.5,59.04,NA,NA
"153",2013-10-15,"WE 2013.16","Surface",NA,NA,0.009,NA,0.69,6.2,75.96,39.07,2.09,NA,7.5,54.63,NA,16.5
"154",2013-10-15,"WE 2013.17","Surface",NA,NA,0.044,43.21,5.7,13.3,59.68,16.6,1.53,NA,7.5,49.5,NA,12.1
"155",2013-10-15,"WE 2013.18","Surface",NA,NA,0.009,NA,0.36,4.98,44.17,41.05,11.34,NA,NA,NA,NA,14.1
"156",2013-10-15,"WE 2013.19","Surface",NA,NA,0.009,NA,0.45,6.04,77.55,36.53,1.12,NA,7.5,34.69,NA,12.1
"157",2013-10-21,"WE2","Surface",3.56,NA,0.015,15.59,2.76,8.75,57.32,17.03,7.8,NA,7.5,240.04,NA,NA
"158",2013-10-21,"WE4","Surface",3.64,NA,0.009,NA,0.88,5.98,67.71,36.86,3.81,NA,7.4,71.29,NA,NA
"159",2013-10-21,"WE6","Surface",5.58,NA,0.304,2.48,1.23,12,100.01,62.5,21.66,NA,7.4,261.81,NA,NA
"160",2013-10-21,"WE8","Surface",5.68,NA,0.253,89.18,11.54,24.24,80.53,21.94,2.35,NA,NA,NA,NA,NA
"161",2014-05-27,"WE2","Surface",5.91,NA,1.904,3.55,0.93,12.05,58.58,67.2,3.15,NA,11.7,275.65,NA,21.4
"162",2014-05-27,"WE4","Surface",3.28,NA,0.305,3.09,0.43,3.89,10.89,5.67,0.13,NA,8.4,533.41,NA,19.4
"163",2014-05-27,"WE6","Surface",8.06,NA,6.555,8.75,7.91,25.59,113.26,50.62,1.97,NA,9.7,131.55,NA,22.1
"164",2014-05-27,"WE8","Surface",3.92,NA,0.765,4.57,NA,5.48,18.17,4.31,0.21,NA,8.5,576.92,NA,20.5
"165",2014-05-27,"WE12","Surface",2.81,NA,0.305,2.34,NA,3.18,9.87,3.86,0.1,NA,8.3,772.39,NA,19.4
"166",2014-05-27,"WE13","Surface",2.78,NA,0.281,2.14,0.61,3.44,7.98,3.52,0.07,NA,9.1,641.95,NA,18.8
"167",2014-06-16,"WE2","Surface",3.26,NA,0.483,3.51,4.16,12.29,36.13,10.72,0.31,NA,8.9,131.38,NA,22.4
"168",2014-06-16,"WE4","Surface",3.24,NA,0.475,10.41,NA,4.4,19.71,12.26,0.44,NA,7.2,1801.5,NA,22.5
"169",2014-06-16,"WE6","Surface",6.58,NA,2.044,1.34,2.65,15.56,57.36,23.04,1.82,NA,7.7,209.9,NA,23.3
"170",2014-06-16,"WE8","Surface",5.92,NA,2.003,102.92,24.93,37.32,55.06,5.74,1.45,NA,6.3,165.58,NA,23.3
"171",2014-06-16,"WE12","Surface",3.4,NA,0.545,2.14,1.11,10.54,56.77,34.37,1.06,NA,7.6,284.82,NA,23.3
"172",2014-06-16,"WE13","Surface",3.46,NA,0.485,5.39,0.83,6.49,19.34,5.09,0.21,NA,6.9,1135.63,NA,22.8
"173",2014-06-30,"WE2","Surface",3.84,NA,0.472,8.64,0.65,6.65,26.35,19.94,1.69,NA,8.2,313.42,NA,24.7
"174",2014-06-30,"WE4","Surface",3.39,NA,0.612,20.65,0.27,5.7,23.75,12.93,1.59,NA,7.8,203.86,NA,24.8
"175",2014-06-30,"WE6","Surface",6.49,NA,3.876,4.35,21.71,35.74,81.27,29.81,6.57,NA,7.8,281.95,NA,26.1
"176",2014-06-30,"WE8","Surface",5.14,NA,3.049,4.62,8.77,19.69,69.52,35.97,4.49,NA,8.5,96.22,NA,25.9
"177",2014-06-30,"WE12","Surface",3.02,NA,0.445,16.18,NA,4.57,19.4,7.88,0.63,NA,7.1,680.5,NA,24.5
"178",2014-06-30,"WE13","Surface",3.38,NA,0.472,7.63,NA,4.19,15.15,10.62,0.81,NA,7.8,202.99,NA,24.7
"179",2014-07-08,"WE2","Surface",4.08,NA,0.598,16.29,2.49,7.93,22.68,6.85,1.18,NA,7.5,107.65,NA,23.8
"180",2014-07-08,"WE4","Surface",3,NA,0.458,17.8,1.02,3.51,14.45,3.55,0.6,NA,8.7,491.92,NA,23.7
"181",2014-07-08,"WE6","Surface",5.8,NA,3.948,7.27,3.88,16.68,80.82,46.27,13.75,NA,7.7,18.66,NA,23.8
"182",2014-07-08,"WE8","Surface",3.2,NA,0.473,40.56,9.98,16.14,27.99,3.15,0.09,NA,9.2,256.32,NA,24
"183",2014-07-08,"WE12","Surface",3.05,NA,0.344,16.16,NA,5.05,34.03,6.98,0.12,NA,8.4,66.67,NA,23.5
"184",2014-07-08,"WE13","Surface",2.43,NA,0.327,8.23,0.26,1.65,15.55,3.3,0.14,NA,7.7,454.43,NA,23.3
"185",2014-07-14,"WE2","Surface",3.89,NA,1.09,11.03,0.57,6.94,26.15,10.43,17.18,NA,6.8,203.95,NA,24.4
"186",2014-07-14,"WE4","Surface",2.78,NA,0.392,13.36,NA,3.12,13.07,3.96,0.71,NA,7.3,607.27,NA,24.2
"187",2014-07-14,"WE6","Surface",5.67,NA,2.732,29.95,18.39,32.01,59.31,19.29,0.87,NA,6.7,404.64,NA,25.2
"188",2014-07-14,"WE8","Surface",4.18,NA,1.211,52.4,7.52,16.18,28.19,3.79,0.56,NA,6.9,598.67,NA,25.5
"189",2014-07-14,"WE12","Surface",3.05,NA,0.449,3.04,NA,4.62,23.11,7.74,0.73,NA,8.7,529.62,NA,24.6
"190",2014-07-14,"WE13","Surface",2.87,NA,0.327,8.28,NA,2.08,11.39,4.28,0.96,NA,7.4,1522.93,NA,24.5
"191",2014-07-21,"WE2","Surface",3.41,NA,0.518,2.93,NA,4.51,32.25,16.26,5.13,NA,6.7,348.73,NA,23.5
"192",2014-07-21,"WE4","Surface",2.38,NA,0.318,1.69,NA,1.74,14.32,5.95,6.14,NA,6,215.1,NA,24.1
"193",2014-07-21,"WE6","Surface",5.46,NA,1.65,2.13,NA,8.31,80.22,68.1,148.94,NA,8.5,753.71,NA,23.3
