"","Date","Site","Sample.Depth.category","Dissolved.Organic.Carbon.mg.L","Urea.b5g.N.L","Nitrate..Nitrite.mg.N.L","Ammonia.b5g.N.L","Soluble.Reactive.Phosphorus.b5g.P.L","Total.Dissolved.Phosphorus.b5g.P.L","Total.Phosphorus.b5g.P.L","Extracted.Chlorophyll.a.b5g.L","Extracted.Phycocyanin.b5g.L","Dissolved.Microcystin.b5g.L","CTD.Dissolved.Oxygen.mg.L","Photo.active.radiation","Sample.Temperature.b0C","CTD.Temperature.b0C"
"887",2017-08-14,"WE2","Surface",2.91,4.36,0.59,17.1,1.56,5.92,34.79,27.06,23.17,0.14,8.1,1267,NA,25.4
"888",2017-08-14,"WE2","Bottom",NA,NA,NA,NA,NA,NA,NA,22.7,4.68,0.24,5.38,52,NA,25.1
"889",2017-08-14,"WE4","Surface",3.25,6,0.939,429.82,3.85,6.74,16.6,30.56,19.25,0.37,8.53,552,NA,23.5
"890",2017-08-14,"WE6","Surface",5.82,8.35,1.373,13.34,13.34,17.26,82.45,531.7,453.48,0.59,10.65,85,NA,25.1
"891",2017-08-14,"WE8","Surface",4.14,7.71,1.144,12.14,5.67,8.65,43.81,38.02,9.55,0.44,6.88,289,NA,23
"892",2017-08-14,"WE8","Bottom",NA,NA,NA,NA,NA,NA,NA,34.45,8.21,0.54,6.62,2,NA,23.5
"893",2017-08-14,"WE9","Surface",5.7,15.31,1.889,202.07,47.57,52.56,94.83,35.12,7.22,0.17,6.91,472,NA,25.3
"894",2017-08-14,"WE12","Surface",2.61,4.04,0.319,23.18,0.95,1.46,33.65,15.05,3.96,NA,6.93,1192,NA,24.3
"895",2017-08-14,"WE12","Bottom",NA,NA,NA,NA,NA,NA,NA,22.37,1.79,NA,4.37,14,NA,24.1
"896",2017-08-14,"WE13","Surface",2.78,2.53,0.641,68.58,1.28,3.26,27.04,12.39,2.37,0.13,5.51,919,NA,23.1
"897",2017-08-14,"WE13","Bottom",NA,NA,NA,NA,NA,NA,NA,11.89,2.73,0.16,4.86,6,NA,23.6
"898",2017-08-14,"WE15","Surface",3.13,2.73,0.374,32.89,1.15,4.43,31.92,17.16,4.75,NA,7.63,1095,NA,23.7
"899",2017-08-21,"WE2","Surface",3.71,4.1,0.425,6.18,1.44,7.19,52.2,111.87,61.07,0.29,12.5,712,NA,26.4
"900",2017-08-21,"WE2","Bottom",NA,NA,NA,NA,NA,NA,NA,39.29,14.75,0.31,7.76,2,NA,25.1
"901",2017-08-21,"WE4","Surface",3.84,5.18,0.963,16.14,1.7,6.43,24.77,54.72,37.4,0.31,8.78,147,NA,24.1
"902",2017-08-21,"WE6","Surface",4.47,6.41,0.36,5.55,1.93,8.97,100.22,110.88,91,0.54,13.04,152,NA,26
"903",2017-08-21,"WE8","Surface",3.92,5.04,0.697,6.44,1.71,6.75,45.38,31.45,22.88,0.29,NA,NA,NA,NA
"904",2017-08-21,"WE8","Bottom",NA,NA,NA,NA,NA,NA,NA,30.89,20.42,0.28,NA,NA,NA,NA
"905",2017-08-21,"WE9","Surface",4.82,8.04,0.734,6.3,7.3,14.02,129.76,120.78,84.06,0.4,10.1,298,NA,26.1
"906",2017-08-21,"WE12","Surface",2.42,2.28,0.183,13.3,1.26,3.51,98.45,22.04,14.49,0.13,7.69,1279,NA,25.3
"907",2017-08-21,"WE12","Bottom",NA,NA,NA,NA,NA,NA,NA,18.48,6.67,0.15,6.02,13,NA,24.6
"908",2017-08-21,"WE13","Surface",2.79,3.75,0.576,18.64,0.52,4.18,18.81,15.91,8.59,0.21,8.32,414,NA,24.4
"909",2017-08-21,"WE13","Bottom",NA,NA,NA,NA,NA,NA,NA,20.59,1.07,0.31,4.47,1,NA,24.4
"910",2017-08-21,"WE15","Surface",2.94,3.08,0.271,8.72,0.41,5.18,23.41,16.24,6.92,0.15,6.34,643,NA,24.8
"911",2017-08-28,"WE2","Surface",3.29,3.23,0.158,7.09,2.24,6.5,52.79,73.33,31.02,0.35,6.75,169,NA,22.4
"912",2017-08-28,"WE2","Bottom",NA,NA,NA,NA,NA,NA,NA,75.09,24.35,0.48,7.39,0,NA,20.9
"913",2017-08-28,"WE4","Surface",2.23,3.55,0.228,44.86,20.55,3.84,35.28,12.97,6.27,0.22,6.16,229,NA,22.4
"914",2017-08-28,"WE6","Surface",4.04,5.75,0.043,12.59,2.36,7.57,94.06,116,31.65,0.4,8.74,92,NA,22
"915",2017-08-28,"WE8","Surface",3.57,3.72,0.409,5.81,2.7,6.4,55.62,113.49,37.61,0.63,9.29,39,NA,22.6
"916",2017-08-28,"WE8","Bottom",NA,NA,NA,NA,NA,NA,NA,113.99,36.92,0.76,7.13,0,NA,22.6
"917",2017-08-28,"WE9","Surface",3.85,5.47,0.028,30.67,4.08,7.62,142.58,92.55,31.73,0.46,9.55,128,NA,22
"918",2017-08-28,"WE12","Surface",2.54,2.91,0.081,42.89,1.13,4.3,36.51,45.37,30.39,0.15,7.21,164,NA,22.7
"919",2017-08-28,"WE12","Bottom",NA,NA,NA,NA,NA,NA,NA,28.84,10.52,0.16,6.69,0,NA,22.7
"920",2017-08-28,"WE13","Surface",3.15,4.3,0.594,5.75,1.4,4.88,31.07,22.55,12.65,0.17,6.05,246,NA,22.7
"921",2017-08-28,"WE13","Bottom",NA,NA,NA,NA,NA,NA,NA,18.36,9.25,0.32,6.46,0,NA,22.8
"922",2017-08-28,"WE15","Surface",2.96,2.99,0.166,48.95,1.25,5.35,NA,18.89,7.88,0.15,6.99,204,NA,22.3
"923",2017-09-05,"WE2","Surface",2.97,7.31,0.25,22.63,12.52,13.06,52.91,46.9,36.75,0.23,7.9,75,NA,20.1
"924",2017-09-05,"WE2","Bottom",NA,NA,NA,NA,NA,NA,NA,44.29,33.9,0.25,6.86,0,NA,20
"925",2017-09-05,"WE4","Surface",2.06,4.02,0.159,26.89,2.86,2.26,25.52,8.88,3.47,NA,7.38,129,NA,20.2
"926",2017-09-05,"WE6","Surface",4.45,9.45,0.406,219.78,13.18,14.36,92.07,66.56,26.37,0.36,6.15,61,NA,20.6
"927",2017-09-05,"WE8","Surface",2.1,3.88,0.28,19.14,8.75,8.28,88.89,5.56,1.93,NA,6.12,96,NA,19.8
"928",2017-09-05,"WE8","Bottom",NA,NA,NA,NA,NA,NA,NA,5.17,4.56,NA,5.63,13,NA,20
"929",2017-09-05,"WE9","Surface",3.9,9.74,0.387,55.3,16.92,15.79,166.73,45.6,25.66,0.26,7.83,5,NA,20.1
"930",2017-09-05,"WE12","Surface",2.89,2.8,0.118,52.41,3.03,3.42,47.09,41.23,12.51,0.21,7.21,97,NA,20.3
"931",2017-09-05,"WE12","Bottom",NA,NA,NA,NA,NA,NA,NA,38.72,12.44,0.2,6.19,0,NA,20.2
"932",2017-09-05,"WE13","Surface",3.23,6.48,0.295,108.28,9.33,8.78,52.34,39.43,32.36,0.24,6.96,30,NA,20.3
"933",2017-09-05,"WE13","Bottom",NA,NA,NA,NA,NA,NA,NA,36.62,11.98,0.24,6.02,0,NA,20.3
"934",2017-09-05,"WE15","Surface",2.86,2.8,0.111,13.83,2.07,3.23,37.84,28.04,28.56,NA,7.72,112,NA,20.2
"935",2017-09-11,"WE2","Surface",2.09,4.19,0.118,53.08,1.87,5.32,64.31,29.32,22.08,0.1,8.38,623,NA,19.4
"936",2017-09-11,"WE2","Bottom",NA,NA,NA,NA,NA,NA,NA,27.89,8.18,0.14,7.49,0,NA,18.5
"937",2017-09-11,"WE4","Surface",1.9,5.6,0.204,30.19,1.21,2.21,22.61,3.97,0.38,NA,5.45,697,NA,18.5
"938",2017-09-11,"WE6","Surface",2.89,7.63,0.176,9.33,7.94,9.78,66.63,61.91,65.88,0.29,8.49,115,NA,18.8
"939",2017-09-11,"WE8","Surface",2.46,6.07,0.17,9,1.66,3.59,53.6,29.45,14.87,0.13,9.37,145,NA,17.9
"940",2017-09-11,"WE8","Bottom",NA,NA,NA,NA,NA,NA,NA,31.22,13.29,0.16,11.46,1,NA,18.3
"941",2017-09-11,"WE9","Surface",3.95,12.1,0.491,36.93,15.78,16.49,107.58,87.83,125.4,0.31,7.31,93,NA,18.7
"942",2017-09-11,"WE12","Surface",3.41,10.33,0.149,19.18,5.06,6.06,49.92,180.38,536.18,0.49,5.78,171,NA,19.1
"943",2017-09-11,"WE12","Bottom",NA,NA,NA,NA,NA,NA,NA,42.25,28.2,0.29,7.05,0,NA,18.5
"944",2017-09-11,"WE13","Surface",2.81,10.11,0.216,47.92,8.36,8.12,24.64,33.49,25.37,0.14,5.41,395,NA,18.8
"945",2017-09-11,"WE13","Bottom",NA,NA,NA,NA,NA,NA,NA,26.33,19.36,0.16,6.14,0,NA,18.8
"946",2017-09-11,"WE15","Surface",2.9,5.99,0.079,35.52,0.97,3.52,25.17,166.81,538.38,NA,7.03,447,NA,18.8
"947",2017-09-18,"WE2","Surface",NA,7.93,NA,22.55,0.95,5.28,44.26,35.15,68.73,0.18,9.12,158,NA,21.2
"948",2017-09-18,"WE2","Bottom",NA,NA,NA,NA,NA,NA,NA,25.48,14.77,0.17,6.43,0,NA,20.7
"949",2017-09-18,"WE4","Surface",1.91,7.32,0.236,111.12,2.09,5.67,18.01,9.62,4.75,0.23,7.64,35,NA,20.6
"950",2017-09-18,"WE6","Surface",3.13,8.63,NA,6.24,0.92,6.62,50.09,33.54,19.25,0.18,9.17,393,NA,21.9
"951",2017-09-18,"WE8","Surface",2.04,6.07,0.01,13.66,1.76,3.44,30.81,34.81,48.89,NA,9.16,16,NA,21.4
"952",2017-09-18,"WE8","Bottom",NA,NA,NA,NA,NA,NA,NA,16.35,14.8,NA,6.71,0,NA,21.3
"953",2017-09-18,"WE9","Surface",3.85,11.39,0.037,15.76,1.81,8.69,98.84,89.16,43.33,0.17,9.45,171,NA,22.3
"954",2017-09-18,"WE12","Surface",NA,6.79,NA,26.35,1.08,5.62,30.01,17.74,6.5,0.14,8.62,276,NA,20.6
"955",2017-09-18,"WE12","Bottom",NA,NA,NA,NA,NA,NA,NA,13.52,1.79,0.16,5.68,1,NA,20.4
"956",2017-09-18,"WE13","Surface",2.07,5.81,0.031,10.23,2.12,4.05,45.66,53.09,109,NA,9.05,34,NA,20.4
"957",2017-09-18,"WE13","Bottom",NA,NA,NA,NA,NA,NA,NA,14.53,8.51,0.1,6.81,0,NA,19.9
"958",2017-09-18,"WE15","Surface",2.54,7.91,0.14,15.69,2.04,4.33,22.11,16.8,7.73,0.11,8.4,126,NA,21
"959",2017-09-25,"WE2","Surface",2.53,NA,0.003,25.26,0.8,5.29,53.3,42.27,83.29,0.13,9.56,799,NA,25.2
"960",2017-09-25,"WE2","Bottom",NA,NA,NA,NA,NA,NA,NA,19.63,23.5,0.19,7.37,4,NA,23.4
"961",2017-09-25,"WE4","Surface",1.79,NA,0.171,33.13,1.91,1.71,22.31,34.58,84.72,NA,7.89,662,NA,23.3
"962",2017-09-25,"WE6","Surface",3.51,8.5,0.052,22.42,0.73,7.21,42.99,23.99,24.41,0.31,6.67,765,NA,24.5
"963",2017-09-25,"WE8","Surface",1.98,6.5,0.098,4.97,1.69,16.37,25.51,31.37,51.52,NA,8.74,277,NA,23.9
"964",2017-09-25,"WE8","Bottom",NA,NA,NA,NA,NA,NA,NA,19.13,17.79,NA,6.71,12,NA,24
"965",2017-09-25,"WE9","Surface",NA,12.45,0.052,42,1.15,11.13,148.83,183.42,170.39,0.36,6.79,163,NA,25.2
"966",2017-09-25,"WE12","Surface",2.76,1.51,NA,3.84,NA,4.46,20.14,9.62,9.99,NA,7.46,1216,NA,23.9
"967",2017-09-25,"WE12","Bottom",NA,NA,NA,NA,NA,NA,NA,7.74,4.46,0.21,5.83,10,NA,23.3
"968",2017-09-25,"WE13","Surface",2.32,6.15,0.072,13.17,1.48,2.19,17.01,16.7,13.97,NA,8.42,919,NA,23.6
"969",2017-09-25,"WE13","Bottom",NA,NA,NA,NA,NA,NA,NA,4.5,2.8,NA,6.92,5,NA,21.3
"970",2017-09-25,"WE15","Surface",2.97,5.93,0.034,39.15,1.2,3.58,13.97,8.16,3.8,NA,8.35,1024,NA,23.7
"971",2017-10-02,"WE2","Surface",1.94,6.67,0.209,5.07,3.06,3.87,30.5,22.82,36.16,NA,8.17,1139,NA,20.3
"972",2017-10-02,"WE2","Bottom",NA,NA,NA,NA,NA,NA,NA,12.35,3.31,NA,5.86,16,NA,20.2
"973",2017-10-02,"WE4","Surface",1.74,7.67,0.206,60.11,3.77,4.14,14.14,1.89,0.22,NA,9.31,764,NA,18.7
"974",2017-10-02,"WE6","Surface",NA,12.12,0.045,6.44,0.88,7.95,99.63,54.44,10.26,NA,8.25,228,NA,18.7
"975",2017-10-02,"WE8","Surface",2.4,7.36,0.018,4.22,4,4.02,53.89,35.67,14.28,NA,9.37,232,NA,19
"976",2017-10-02,"WE8","Bottom",NA,NA,NA,NA,NA,NA,NA,33.57,18.08,0.1,12.61,0,NA,19
"977",2017-10-02,"WE9","Surface",4.09,15.06,0.149,24.34,9.41,18.22,138.18,70.2,27.47,0.27,8.08,178,NA,19.9
"978",2017-10-02,"WE12","Surface",3.13,8.75,0.051,9.98,6.76,11.09,51.84,20.28,11.82,0.38,8.36,876,NA,20.4
"979",2017-10-02,"WE12","Bottom",NA,NA,NA,NA,NA,NA,NA,17.75,9.65,0.36,5.68,0,NA,19.7
"980",2017-10-02,"WE13","Surface",1.8,10.13,0.218,26.58,2.89,3.38,18.92,7.22,9.88,NA,9.14,1184,NA,18.3
"981",2017-10-02,"WE13","Bottom",NA,NA,NA,NA,NA,NA,NA,7.51,10.71,NA,5.85,6,NA,20
"982",2017-10-02,"WE15","Surface",2.54,10.56,0.075,17.01,5.47,8.64,48.7,12.38,7.77,NA,7.54,842,NA,19
"983",2017-10-10,"WE2","Surface",3.08,6.62,0.014,195.37,8.01,17.92,52.68,27.67,16.78,NA,6.95,399,NA,20.1
"984",2017-10-10,"WE2","Bottom",NA,NA,NA,NA,NA,NA,NA,27.98,12.89,NA,6.83,0,NA,19.9
"985",2017-10-10,"WE4","Surface",1.85,4.09,0.261,60.32,7.17,13.82,22.2,5.11,0.42,NA,5.33,120,NA,19.6
"986",2017-10-10,"WE6","Surface",3.55,7.03,0.008,11.68,6.07,17.13,68.9,40.9,26.14,0.21,6,402,NA,20.6
"987",2017-10-10,"WE8","Surface",2.71,4.47,0.012,5.9,8.15,19.2,50.01,31.14,11.55,0.15,6.06,31,NA,19.1
"988",2017-10-10,"WE8","Bottom",NA,NA,NA,NA,NA,NA,NA,30.42,12.79,0.11,5.47,0,NA,19.6
"989",2017-10-10,"WE9","Surface",2.96,9.16,0.108,98.27,14.11,24.4,115.77,41.19,23.63,0.21,7.16,65,NA,20.1
"990",2017-10-10,"WE12","Surface",2.61,5.05,0.009,15.48,9.35,12.29,29.32,17.4,10.48,0.11,5.96,337,NA,20
"991",2017-10-10,"WE12","Bottom",NA,NA,NA,NA,NA,NA,NA,16.71,11.88,NA,5.8,0,NA,20
"992",2017-10-10,"WE13","Surface",1.63,3.33,0.189,28.24,4.04,5.38,11.86,14.5,9.86,NA,7.37,306,NA,20
"993",2017-10-10,"WE13","Bottom",NA,NA,NA,NA,NA,NA,NA,13.78,9.75,NA,7.47,1,NA,20.1
"994",2017-10-10,"WE15","Surface",2.47,3.46,0.01,45.26,3.54,7.33,24.08,22.84,16.65,0.11,6.77,271,NA,19.5
"995",2017-10-16,"WE2","Surface",1.96,4.94,0.291,23.2,9.27,17.41,33.87,19.4,9.88,NA,6.31,108,NA,16.1
"996",2017-10-16,"WE2","Bottom",NA,NA,NA,NA,NA,NA,NA,14.3,3.99,NA,6.1,2,NA,16.5
"997",2017-10-16,"WE4","Surface",1.87,7.47,0.223,28.27,3.42,7.72,12.11,3.54,0.43,NA,6.28,99,NA,16.7
"998",2017-10-16,"WE6","Surface",3.76,18.55,0.357,144.06,27.63,41.17,112.37,22.62,4.61,0.16,7.44,35,NA,16.4
"999",2017-10-16,"WE8","Surface",2.05,9.06,0.302,45.57,7.89,13.19,26.66,17.62,8.23,NA,6.77,47,NA,15.5
"1000",2017-10-16,"WE8","Bottom",NA,NA,NA,NA,NA,NA,NA,16.44,7.9,NA,5.31,1,NA,17
"1001",2017-10-16,"WE9","Surface",3.98,26.79,0.578,130.94,29.54,46.43,80.59,23.92,5.74,0.18,6.16,208,NA,15.2
"1002",2017-10-16,"WE12","Surface",NA,6.52,0.189,65.2,13.69,19.23,46.4,12.9,2.14,NA,6.58,92,NA,16.5
"1003",2017-10-16,"WE12","Bottom",NA,NA,NA,NA,NA,NA,NA,11.83,1.33,NA,7.01,0,NA,17.5
"1004",2017-10-16,"WE13","Surface",2.07,9.61,0.142,65.91,13.04,18.03,38.58,11.8,3.16,NA,6.63,101,NA,17.3
"1005",2017-10-16,"WE13","Bottom",NA,NA,NA,NA,NA,NA,NA,11.73,5.4,NA,6.34,0,NA,18
"1006",2018-05-21,"WE2","Surface",NA,NA,2.423,62.13,35.08,47.05,128.07,11.05,0.57,NA,NA,NA,NA,NA
"1007",2018-05-21,"WE2","Bottom",NA,NA,NA,NA,NA,NA,NA,11.21,0.45,NA,NA,NA,NA,NA
"1008",2018-05-21,"WE4","Surface",NA,NA,1.386,48.48,14.08,19.01,75.65,9.33,0.19,NA,NA,NA,NA,NA
"1009",2018-05-21,"WE6","Surface",NA,NA,2.318,53.79,22.97,34.78,120.02,19.27,0.4,NA,8.96,113,NA,17.2
"1010",2018-05-21,"WE8","Surface",NA,NA,1.635,84.63,12.64,19.07,60.47,8.29,0.11,NA,NA,NA,NA,NA
"1011",2018-05-21,"WE8","Bottom",NA,NA,NA,NA,NA,NA,NA,7.47,0.15,NA,NA,NA,NA,NA
"1012",2018-05-21,"WE9","Surface",NA,NA,3.261,216.2,61.41,86.02,181.96,13.29,1.06,0.12,7.59,63,NA,17.9
"1013",2018-05-21,"WE12","Surface",NA,NA,1.48,7.66,9.45,12.3,108.85,19.91,0.24,NA,NA,NA,NA,NA
"1014",2018-05-21,"WE12","Bottom",NA,NA,NA,NA,NA,NA,NA,20.69,0.49,NA,NA,NA,NA,NA
"1015",2018-05-21,"WE13","Surface",NA,NA,0.936,15.89,5.52,6.43,58.35,12.51,0.2,NA,NA,NA,NA,NA
"1016",2018-05-21,"WE13","Bottom",NA,NA,NA,NA,NA,NA,NA,11.97,0.09,NA,NA,NA,NA,NA
"1017",2018-05-21,"WE16","Surface",NA,NA,1.225,6.22,3.91,4.46,52.56,25.22,0.19,NA,NA,NA,NA,NA
"1018",2018-06-12,"WE2","Surface",NA,NA,1.633,52.27,23.33,33.59,94.37,17.35,0.25,NA,6.71,70,NA,21.3
"1019",2018-06-12,"WE2","Bottom",NA,NA,NA,NA,NA,NA,NA,30.4,0.19,NA,6.2,0,NA,20.9
"1020",2018-06-12,"WE4","Surface",NA,NA,0.389,116.19,7.12,9.24,28.57,2.25,0.05,NA,7.48,698,NA,19.7
"1021",2018-06-12,"WE6","Surface",NA,NA,1.626,5.98,8.45,17.43,109.88,40.3,0.26,NA,7.98,23,NA,21
"1022",2018-06-12,"WE8","Surface",NA,NA,1.221,21.69,11.72,19.29,107.93,41.47,0.76,NA,8.83,33,NA,20.6
"1023",2018-06-12,"WE8","Bottom",NA,NA,NA,NA,NA,NA,NA,38.11,0.32,NA,6.61,0,NA,20.6
"1024",2018-06-12,"WE9","Surface",NA,NA,2.513,198.76,23.83,39.46,174.71,92.51,4.87,NA,6.83,32,NA,22.4
"1025",2018-06-12,"WE12","Surface",NA,NA,1.538,136.66,22.36,32.81,90.09,5.83,0.15,NA,7.14,69,NA,21.1
"1026",2018-06-12,"WE12","Bottom",NA,NA,NA,NA,NA,NA,NA,9.9,0.17,NA,4.99,0,NA,20.7
"1027",2018-06-12,"WE13","Surface",NA,NA,0.402,40.71,3.18,4.93,57.46,9.66,0.09,NA,7.9,295,NA,20.3
"1028",2018-06-12,"WE13","Bottom",NA,NA,NA,NA,NA,NA,NA,8.21,0.12,NA,6.6,0,NA,20.1
"1029",2018-06-12,"WE16","Surface",NA,NA,0.939,60.26,9.71,13.64,25.8,1.75,0.05,NA,7.41,1286,NA,20.4
"1030",2018-06-25,"WE2","Surface",NA,NA,1.376,131.13,24.43,37.25,77.49,4.87,0.19,0.12,6.46,153,NA,22.1
"1031",2018-06-25,"WE2","Bottom",NA,NA,NA,NA,NA,NA,NA,3.32,0.13,NA,6.07,0,NA,22.1
"1032",2018-06-25,"WE4","Surface",NA,NA,0.303,30.38,5.8,6.73,18.65,3.46,0.07,NA,7.07,164,NA,21
"1033",2018-06-25,"WE6","Surface",NA,NA,6.331,176.22,69.32,96.4,223.05,30.85,0.89,0.11,5.62,15,NA,22.9
"1034",2018-06-25,"WE8","Surface",NA,NA,0.68,88.65,18.67,26.86,57.99,4.24,0.16,NA,6.84,439,NA,22.4
"1035",2018-06-25,"WE8","Bottom",NA,NA,NA,NA,NA,NA,NA,2.91,0.15,NA,6.59,0,NA,22.4
"1036",2018-06-25,"WE9","Surface",NA,NA,8.643,561.61,92.04,107.31,275.07,7.71,0.42,NA,7.64,5,NA,21.8
"1037",2018-06-25,"WE12","Surface",NA,NA,3.985,117.13,30.32,45.1,93.66,16.18,1.05,NA,8.05,56,NA,22.2
"1038",2018-06-25,"WE12","Bottom",NA,NA,NA,NA,NA,NA,NA,22.05,0.84,NA,6.37,0,NA,22.3
"1039",2018-07-02,"WE2","Surface",NA,NA,1.353,21.9,8.61,12.78,38.43,15.08,2.14,NA,6.6,660,NA,23.7
"1040",2018-07-02,"WE2","Bottom",NA,NA,NA,NA,NA,NA,NA,14.1,0.55,NA,5.06,8,NA,22.5
"1041",2018-07-02,"WE4","Surface",NA,NA,0.713,12.93,2.7,3.81,24.49,20.86,10.66,NA,8.64,155,NA,24.4
"1042",2018-07-02,"WE6","Surface",NA,NA,4.261,7.61,9.32,18.69,80,46.16,9.35,NA,7.2,134,NA,25.8
"1043",2018-07-02,"WE8","Surface",NA,NA,2.731,7.57,15.78,22.18,67.76,26.58,3.49,NA,7.36,127,NA,23.8
"1044",2018-07-02,"WE8","Bottom",NA,NA,NA,NA,NA,NA,NA,11.3,0.89,NA,7.61,2,NA,23.8
"1045",2018-07-02,"WE9","Surface",NA,NA,5.48,7.18,50.27,69.66,122.35,24.31,2.3,NA,6.86,321,NA,25
"1046",2018-07-02,"WE12","Surface",NA,NA,1.121,4.25,1.58,6.58,25.61,14.1,1.22,NA,7.88,397,NA,24.9
"1047",2018-07-02,"WE12","Bottom",NA,NA,NA,NA,NA,NA,NA,6.69,0.16,NA,6.26,1,NA,25.2
"1048",2018-07-02,"WE13","Surface",NA,NA,0.795,21.99,2.79,3.71,23.33,15.92,7.12,NA,8.01,174,NA,25.2
"1049",2018-07-02,"WE13","Bottom",NA,NA,NA,NA,NA,NA,NA,20.73,5.27,NA,7.53,2,NA,21.2
"1050",2018-07-02,"WE16","Surface",NA,NA,1.49,1.87,2.74,6.24,40.97,9.11,2.2,NA,8.37,186,NA,25.3
"1051",2018-07-09,"WE2","Surface",NA,NA,2.134,52.14,23.96,18.76,49.35,12.94,5.89,NA,7.92,1199,NA,25.9
"1052",2018-07-09,"WE2","Bottom",NA,NA,NA,NA,NA,NA,NA,8.34,0.19,NA,5.9,6,NA,25.9
"1053",2018-07-09,"WE4","Surface",NA,NA,0.98,55.15,5.87,3.47,17.03,7.62,1.29,NA,7.65,157,NA,24.1
"1054",2018-07-09,"WE6","Surface",NA,NA,2.805,5.72,8.1,11.91,64.78,39.47,11.61,NA,7.97,572,NA,25.6
"1055",2018-07-09,"WE8","Surface",NA,NA,1.899,101.56,13.05,16.51,48.79,18.33,5.42,NA,7.06,58,NA,25
"1056",2018-07-09,"WE8","Bottom",NA,NA,NA,NA,NA,NA,NA,15.99,4.15,NA,6.03,0,NA,25
"1057",2018-07-09,"WE9","Surface",NA,NA,5.927,45.98,45.78,59.05,132.52,38.3,3.22,NA,7.28,402,NA,26.3
"1058",2018-07-09,"WE12","Surface",NA,NA,0.88,29.46,12.54,10.45,36.82,8.68,0.41,NA,7.05,367,NA,25
"1059",2018-07-09,"WE12","Bottom",NA,NA,NA,NA,NA,NA,NA,3.81,0.11,NA,5.95,0,NA,25.3
"1060",2018-07-09,"WE13","Surface",NA,NA,0.366,30.87,3.67,7.89,26.7,5.23,0.64,NA,7.08,161,NA,24.8
"1061",2018-07-09,"WE13","Bottom",NA,NA,NA,NA,NA,NA,NA,3.78,0.21,NA,6.53,0,NA,24.7
"1062",2018-07-09,"WE16","Surface",NA,NA,0.549,26.4,5.37,6.7,18.11,4.43,0.56,NA,7.28,349,NA,24.8
"1063",2018-07-16,"WE2","Surface",NA,NA,0.652,24.98,3.33,3.71,19.97,6.93,4.41,NA,5.48,277,NA,26.7
"1064",2018-07-16,"WE2","Bottom",NA,NA,NA,NA,NA,NA,NA,3.42,0.61,0.11,6.1,13,NA,25.7
"1065",2018-07-16,"WE4","Surface",NA,NA,0.822,34.84,2.75,4.21,19.92,9.14,9.61,NA,7.56,171,NA,26.1
"1066",2018-07-16,"WE6","Surface",NA,NA,1.481,45.15,2.85,5.8,32.88,15.34,7.92,0.18,6.57,1241,NA,27.3
"1067",2018-07-16,"WE8","Surface",NA,NA,1.537,112.63,2.95,7.1,33.84,15.4,17.45,0.13,7.12,100,NA,27
"1068",2018-07-16,"WE8","Bottom",NA,NA,NA,NA,NA,NA,NA,11.45,7.08,0.14,6.27,5,NA,26.7
"1069",2018-07-16,"WE9","Surface",NA,NA,3.519,9.89,5.87,10.43,62.96,30.07,12.1,0.13,6.92,825,NA,28
"1070",2018-07-16,"WE12","Surface",NA,NA,0.603,15.32,2.87,4.25,16.58,4.93,1.16,0.16,5.72,548,NA,26.2
"1071",2018-07-16,"WE12","Bottom",NA,NA,NA,NA,NA,NA,NA,3.51,0.21,NA,6.2,11,NA,25.2
"1072",2018-07-16,"WE13","Surface",NA,NA,0.754,20.99,3.18,4.34,16.69,6.22,1.34,NA,6.69,774,NA,25.9
"1073",2018-07-16,"WE13","Bottom",NA,NA,NA,NA,NA,NA,NA,3.27,0.36,NA,6.71,4,NA,25.1
"1074",2018-07-16,"WE16","Surface",NA,NA,0.782,5.31,2.67,3.64,17.44,7.48,2.69,0.15,6.13,297,NA,26.4
"1075",2018-07-23,"WE2","Surface",NA,NA,0.677,7.6,3.72,4.91,24.41,9.36,3.08,0.16,7.66,799,NA,24
"1076",2018-07-23,"WE2","Bottom",NA,NA,NA,NA,NA,NA,NA,7.87,1.69,0.16,5.74,134,NA,24
"1077",2018-07-23,"WE4","Surface",NA,NA,0.861,21.21,15.05,7.56,33.2,16.38,20.2,0.38,7.1,177,NA,24.1
"1078",2018-07-23,"WE6","Surface",NA,NA,1.431,3.73,3.9,6.44,64.6,34.41,10.08,0.23,7.39,154,NA,23.8
"1079",2018-07-23,"WE8","Surface",NA,NA,1.009,7.53,7.12,6.1,37.87,29.29,14.06,0.18,6.79,398,NA,23.8
"1080",2018-07-23,"WE8","Bottom",NA,NA,NA,NA,NA,NA,NA,28.47,13.36,0.22,5.86,39,NA,23.8
"1081",2018-07-23,"WE9","Surface",NA,NA,2.733,122.28,17.14,28.53,110.08,34.45,14.06,0.19,7.48,469,NA,24.1
"1082",2018-07-23,"WE12","Surface",NA,NA,0.458,2.71,3.57,4.17,32.76,10.53,1.37,0.15,7.24,1319,NA,24
"1083",2018-07-23,"WE12","Bottom",NA,NA,NA,NA,NA,NA,NA,8.49,1.05,0.22,7.02,179,NA,23.9
"1084",2018-07-23,"WE13","Surface",NA,NA,0.656,12.08,3.37,3.71,19.91,8.21,2.12,0.16,7.1,812,NA,24.3
"1085",2018-07-23,"WE13","Bottom",NA,NA,NA,NA,NA,NA,NA,8.18,2,0.1,6.3,35,NA,24.2
